PULocationID,PUTimeDate,PUTimeBin,PUNum
048,2018-05-01 00:00:00,5760,135
048,2018-05-01 00:30:00,5761,83
048,2018-05-01 01:00:00,5762,68
048,2018-05-01 01:30:00,5763,67
048,2018-05-01 02:00:00,5764,63
048,2018-05-01 02:30:00,5765,30
048,2018-05-01 03:00:00,5766,30
048,2018-05-01 03:30:00,5767,35
048,2018-05-01 04:00:00,5768,51
048,2018-05-01 04:30:00,5769,33
048,2018-05-01 05:00:00,5770,54
048,2018-05-01 05:30:00,5771,166
048,2018-05-01 06:00:00,5772,271
048,2018-05-01 06:30:00,5773,354
048,2018-05-01 07:00:00,5774,315
048,2018-05-01 07:30:00,5775,340
048,2018-05-01 08:00:00,5776,286
048,2018-05-01 08:30:00,5777,268
048,2018-05-01 09:00:00,5778,220
048,2018-05-01 09:30:00,5779,166
048,2018-05-01 10:00:00,5780,192
048,2018-05-01 10:30:00,5781,228
048,2018-05-01 11:00:00,5782,145
048,2018-05-01 11:30:00,5783,182
048,2018-05-01 12:00:00,5784,175
048,2018-05-01 12:30:00,5785,136
048,2018-05-01 13:00:00,5786,117
048,2018-05-01 13:30:00,5787,165
048,2018-05-01 14:00:00,5788,176
048,2018-05-01 14:30:00,5789,148
048,2018-05-01 15:00:00,5790,128
048,2018-05-01 15:30:00,5791,137
048,2018-05-01 16:00:00,5792,146
048,2018-05-01 16:30:00,5793,143
048,2018-05-01 17:00:00,5794,167
048,2018-05-01 17:30:00,5795,191
048,2018-05-01 18:00:00,5796,276
048,2018-05-01 18:30:00,5797,297
048,2018-05-01 19:00:00,5798,236
048,2018-05-01 19:30:00,5799,210
048,2018-05-01 20:00:00,5800,226
048,2018-05-01 20:30:00,5801,277
048,2018-05-01 21:00:00,5802,274
048,2018-05-01 21:30:00,5803,379
048,2018-05-01 22:00:00,5804,464
048,2018-05-01 22:30:00,5805,384
048,2018-05-01 23:00:00,5806,343
048,2018-05-01 23:30:00,5807,231
048,2018-05-02 00:00:00,5808,182
048,2018-05-02 00:30:00,5809,110
048,2018-05-02 01:00:00,5810,95
048,2018-05-02 01:30:00,5811,63
048,2018-05-02 02:00:00,5812,48
048,2018-05-02 02:30:00,5813,52
048,2018-05-02 03:00:00,5814,35
048,2018-05-02 03:30:00,5815,38
048,2018-05-02 04:00:00,5816,56
048,2018-05-02 04:30:00,5817,50
048,2018-05-02 05:00:00,5818,69
048,2018-05-02 05:30:00,5819,169
048,2018-05-02 06:00:00,5820,229
048,2018-05-02 06:30:00,5821,354
048,2018-05-02 07:00:00,5822,328
048,2018-05-02 07:30:00,5823,337
048,2018-05-02 08:00:00,5824,257
048,2018-05-02 08:30:00,5825,241
048,2018-05-02 09:00:00,5826,226
048,2018-05-02 09:30:00,5827,192
048,2018-05-02 10:00:00,5828,208
048,2018-05-02 10:30:00,5829,200
048,2018-05-02 11:00:00,5830,181
048,2018-05-02 11:30:00,5831,182
048,2018-05-02 12:00:00,5832,187
048,2018-05-02 12:30:00,5833,186
048,2018-05-02 13:00:00,5834,173
048,2018-05-02 13:30:00,5835,166
048,2018-05-02 14:00:00,5836,162
048,2018-05-02 14:30:00,5837,158
048,2018-05-02 15:00:00,5838,121
048,2018-05-02 15:30:00,5839,156
048,2018-05-02 16:00:00,5840,164
048,2018-05-02 16:30:00,5841,184
048,2018-05-02 17:00:00,5842,158
048,2018-05-02 17:30:00,5843,220
048,2018-05-02 18:00:00,5844,294
048,2018-05-02 18:30:00,5845,315
048,2018-05-02 19:00:00,5846,280
048,2018-05-02 19:30:00,5847,251
048,2018-05-02 20:00:00,5848,273
048,2018-05-02 20:30:00,5849,275
048,2018-05-02 21:00:00,5850,275
048,2018-05-02 21:30:00,5851,340
048,2018-05-02 22:00:00,5852,457
048,2018-05-02 22:30:00,5853,527
048,2018-05-02 23:00:00,5854,377
048,2018-05-02 23:30:00,5855,274
048,2018-05-03 00:00:00,5856,195
048,2018-05-03 00:30:00,5857,152
048,2018-05-03 01:00:00,5858,133
048,2018-05-03 01:30:00,5859,96
048,2018-05-03 02:00:00,5860,62
048,2018-05-03 02:30:00,5861,59
048,2018-05-03 03:00:00,5862,56
048,2018-05-03 03:30:00,5863,57
048,2018-05-03 04:00:00,5864,78
048,2018-05-03 04:30:00,5865,52
048,2018-05-03 05:00:00,5866,54
048,2018-05-03 05:30:00,5867,144
048,2018-05-03 06:00:00,5868,247
048,2018-05-03 06:30:00,5869,387
048,2018-05-03 07:00:00,5870,290
048,2018-05-03 07:30:00,5871,335
048,2018-05-03 08:00:00,5872,286
048,2018-05-03 08:30:00,5873,244
048,2018-05-03 09:00:00,5874,205
048,2018-05-03 09:30:00,5875,186
048,2018-05-03 10:00:00,5876,193
048,2018-05-03 10:30:00,5877,219
048,2018-05-03 11:00:00,5878,198
048,2018-05-03 11:30:00,5879,207
048,2018-05-03 12:00:00,5880,185
048,2018-05-03 12:30:00,5881,155
048,2018-05-03 13:00:00,5882,185
048,2018-05-03 13:30:00,5883,218
048,2018-05-03 14:00:00,5884,183
048,2018-05-03 14:30:00,5885,171
048,2018-05-03 15:00:00,5886,142
048,2018-05-03 15:30:00,5887,147
048,2018-05-03 16:00:00,5888,179
048,2018-05-03 16:30:00,5889,155
048,2018-05-03 17:00:00,5890,152
048,2018-05-03 17:30:00,5891,207
048,2018-05-03 18:00:00,5892,333
048,2018-05-03 18:30:00,5893,343
048,2018-05-03 19:00:00,5894,319
048,2018-05-03 19:30:00,5895,332
048,2018-05-03 20:00:00,5896,333
048,2018-05-03 20:30:00,5897,311
048,2018-05-03 21:00:00,5898,285
048,2018-05-03 21:30:00,5899,364
048,2018-05-03 22:00:00,5900,450
048,2018-05-03 22:30:00,5901,513
048,2018-05-03 23:00:00,5902,397
048,2018-05-03 23:30:00,5903,327
