PULocationID,PUTimeDate,PUTimeBin,PUNum
164,2018-02-01 00:00:00,1488,127
164,2018-02-01 00:30:00,1489,109
164,2018-02-01 01:00:00,1490,73
164,2018-02-01 01:30:00,1491,65
164,2018-02-01 02:00:00,1492,42
164,2018-02-01 02:30:00,1493,39
164,2018-02-01 03:00:00,1494,26
164,2018-02-01 03:30:00,1495,18
164,2018-02-01 04:00:00,1496,38
164,2018-02-01 04:30:00,1497,10
164,2018-02-01 05:00:00,1498,17
164,2018-02-01 05:30:00,1499,36
164,2018-02-01 06:00:00,1500,43
164,2018-02-01 06:30:00,1501,82
164,2018-02-01 07:00:00,1502,88
164,2018-02-01 07:30:00,1503,136
164,2018-02-01 08:00:00,1504,173
164,2018-02-01 08:30:00,1505,205
164,2018-02-01 09:00:00,1506,172
164,2018-02-01 09:30:00,1507,166
164,2018-02-01 10:00:00,1508,155
164,2018-02-01 10:30:00,1509,151
164,2018-02-01 11:00:00,1510,147
164,2018-02-01 11:30:00,1511,194
164,2018-02-01 12:00:00,1512,206
164,2018-02-01 12:30:00,1513,212
164,2018-02-01 13:00:00,1514,220
164,2018-02-01 13:30:00,1515,218
164,2018-02-01 14:00:00,1516,227
164,2018-02-01 14:30:00,1517,201
164,2018-02-01 15:00:00,1518,247
164,2018-02-01 15:30:00,1519,202
164,2018-02-01 16:00:00,1520,192
164,2018-02-01 16:30:00,1521,187
164,2018-02-01 17:00:00,1522,200
164,2018-02-01 17:30:00,1523,208
164,2018-02-01 18:00:00,1524,235
164,2018-02-01 18:30:00,1525,222
164,2018-02-01 19:00:00,1526,251
164,2018-02-01 19:30:00,1527,266
164,2018-02-01 20:00:00,1528,263
164,2018-02-01 20:30:00,1529,255
164,2018-02-01 21:00:00,1530,258
164,2018-02-01 21:30:00,1531,317
164,2018-02-01 22:00:00,1532,241
164,2018-02-01 22:30:00,1533,253
164,2018-02-01 23:00:00,1534,235
164,2018-02-01 23:30:00,1535,171
164,2018-02-02 00:00:00,1536,167
164,2018-02-02 00:30:00,1537,167
164,2018-02-02 01:00:00,1538,134
164,2018-02-02 01:30:00,1539,117
164,2018-02-02 02:00:00,1540,87
164,2018-02-02 02:30:00,1541,62
164,2018-02-02 03:00:00,1542,52
164,2018-02-02 03:30:00,1543,43
164,2018-02-02 04:00:00,1544,47
164,2018-02-02 04:30:00,1545,21
164,2018-02-02 05:00:00,1546,18
164,2018-02-02 05:30:00,1547,32
164,2018-02-02 06:00:00,1548,52
164,2018-02-02 06:30:00,1549,91
164,2018-02-02 07:00:00,1550,88
164,2018-02-02 07:30:00,1551,139
164,2018-02-02 08:00:00,1552,153
164,2018-02-02 08:30:00,1553,185
164,2018-02-02 09:00:00,1554,174
164,2018-02-02 09:30:00,1555,150
164,2018-02-02 10:00:00,1556,129
164,2018-02-02 10:30:00,1557,152
164,2018-02-02 11:00:00,1558,132
164,2018-02-02 11:30:00,1559,180
164,2018-02-02 12:00:00,1560,197
164,2018-02-02 12:30:00,1561,234
164,2018-02-02 13:00:00,1562,177
164,2018-02-02 13:30:00,1563,213
164,2018-02-02 14:00:00,1564,211
164,2018-02-02 14:30:00,1565,221
164,2018-02-02 15:00:00,1566,221
164,2018-02-02 15:30:00,1567,217
164,2018-02-02 16:00:00,1568,184
164,2018-02-02 16:30:00,1569,200
164,2018-02-02 17:00:00,1570,199
164,2018-02-02 17:30:00,1571,217
164,2018-02-02 18:00:00,1572,198
164,2018-02-02 18:30:00,1573,227
164,2018-02-02 19:00:00,1574,275
164,2018-02-02 19:30:00,1575,283
164,2018-02-02 20:00:00,1576,284
164,2018-02-02 20:30:00,1577,280
164,2018-02-02 21:00:00,1578,285
164,2018-02-02 21:30:00,1579,228
164,2018-02-02 22:00:00,1580,272
164,2018-02-02 22:30:00,1581,219
164,2018-02-02 23:00:00,1582,231
164,2018-02-02 23:30:00,1583,228
164,2018-02-03 00:00:00,1584,236
164,2018-02-03 00:30:00,1585,214
164,2018-02-03 01:00:00,1586,219
164,2018-02-03 01:30:00,1587,165
164,2018-02-03 02:00:00,1588,154
164,2018-02-03 02:30:00,1589,120
164,2018-02-03 03:00:00,1590,110
164,2018-02-03 03:30:00,1591,102
164,2018-02-03 04:00:00,1592,89
164,2018-02-03 04:30:00,1593,77
164,2018-02-03 05:00:00,1594,67
164,2018-02-03 05:30:00,1595,33
164,2018-02-03 06:00:00,1596,29
164,2018-02-03 06:30:00,1597,38
164,2018-02-03 07:00:00,1598,37
164,2018-02-03 07:30:00,1599,40
164,2018-02-03 08:00:00,1600,77
164,2018-02-03 08:30:00,1601,91
164,2018-02-03 09:00:00,1602,66
164,2018-02-03 09:30:00,1603,127
164,2018-02-03 10:00:00,1604,120
164,2018-02-03 10:30:00,1605,129
164,2018-02-03 11:00:00,1606,130
164,2018-02-03 11:30:00,1607,157
164,2018-02-03 12:00:00,1608,190
164,2018-02-03 12:30:00,1609,169
164,2018-02-03 13:00:00,1610,204
164,2018-02-03 13:30:00,1611,186
164,2018-02-03 14:00:00,1612,170
164,2018-02-03 14:30:00,1613,215
164,2018-02-03 15:00:00,1614,210
164,2018-02-03 15:30:00,1615,194
164,2018-02-03 16:00:00,1616,178
164,2018-02-03 16:30:00,1617,157
164,2018-02-03 17:00:00,1618,178
164,2018-02-03 17:30:00,1619,204
164,2018-02-03 18:00:00,1620,201
164,2018-02-03 18:30:00,1621,214
164,2018-02-03 19:00:00,1622,230
164,2018-02-03 19:30:00,1623,217
164,2018-02-03 20:00:00,1624,211
164,2018-02-03 20:30:00,1625,193
164,2018-02-03 21:00:00,1626,188
164,2018-02-03 21:30:00,1627,185
164,2018-02-03 22:00:00,1628,181
164,2018-02-03 22:30:00,1629,166
164,2018-02-03 23:00:00,1630,203
164,2018-02-03 23:30:00,1631,195
164,2018-02-04 00:00:00,1632,217
164,2018-02-04 00:30:00,1633,201
164,2018-02-04 01:00:00,1634,193
164,2018-02-04 01:30:00,1635,154
164,2018-02-04 02:00:00,1636,163
164,2018-02-04 02:30:00,1637,138
164,2018-02-04 03:00:00,1638,121
164,2018-02-04 03:30:00,1639,103
164,2018-02-04 04:00:00,1640,110
164,2018-02-04 04:30:00,1641,81
164,2018-02-04 05:00:00,1642,56
164,2018-02-04 05:30:00,1643,43
164,2018-02-04 06:00:00,1644,39
164,2018-02-04 06:30:00,1645,31
164,2018-02-04 07:00:00,1646,30
164,2018-02-04 07:30:00,1647,37
164,2018-02-04 08:00:00,1648,54
164,2018-02-04 08:30:00,1649,77
164,2018-02-04 09:00:00,1650,70
164,2018-02-04 09:30:00,1651,78
164,2018-02-04 10:00:00,1652,85
164,2018-02-04 10:30:00,1653,111
164,2018-02-04 11:00:00,1654,96
164,2018-02-04 11:30:00,1655,125
164,2018-02-04 12:00:00,1656,159
164,2018-02-04 12:30:00,1657,174
164,2018-02-04 13:00:00,1658,159
164,2018-02-04 13:30:00,1659,148
164,2018-02-04 14:00:00,1660,137
